service_request_id,date_received,ward,service_type,status,response_days
SR-101683,2023-05-10,5,Streetlight Out,Open,649
SR-100375,2023-02-09,2,Noise Complaint,closed,7
SR-102752,2023-10-17,7,pothole,Closed,7
SR-102091,2023-07-12,6,Trash Collection,Open,10
SR-100869,2023-10-20,3,Trash Collection,Open,4
SR-101485,2023-11-10,5,Rodent Inspection,Open,26
SR-101412,2023-08-17,5,pothole,Resolved,4
SR-102141,2023-03-10,6,Trash Collection,closed,29
SR-102652,2023-06-24,7,POTHOLE,Closed,28
SR-101851,2023-09-22,6,Pothole,Resolved,2
SR-102218,N/A,6,pothole,In Progress,14
SR-101338,2023-08-02,5,pothole,Open,6
SR-103161,2023-03-23,8,Streetlight Out,Open,11
SR-100223,2023-09-10,2,Pothole,Resolved,30
SR-101436,2023-05-15,5,Noise Complaint,In Progress,19
SR-100759,2023-03-20,3,Illegal Dumping,Resolved,12
SR-102600,2023-12-07,7,Rodent Inspection,In Progress,3
SR-102706,2023-01-07,7,POTHOLE,In Progress,12
SR-100026,2023-07-17,1,Trash Collection,closed,16
SR-102397,2023-04-14,6,POTHOLE,closed,4
SR-103043,,7,Illegal Dumping,In Progress,18
SR-100576,2023-08-04,3,Trash Collection,Resolved,13
SR-102682,2023-05-05,7,pothole,closed,9
SR-102487,2023-06-22,7,Streetlight Out,closed,13
SR-100038,2023-11-18,1,Rodent Inspection,Closed,17
SR-101969,2023-12-27,6,Pothole,closed,550
SR-100983,N/A,4,Pothole,In Progress,16
SR-100607,2023-04-28,3,Illegal Dumping,Closed,9
SR-102708,2023-02-02,7,POTHOLE,Open,29
SR-102409,2023-01-08,7,Rodent Inspection,closed,28
SR-103199,2023-02-04,8,Noise Complaint,closed,6
SR-100172,2023-08-14,1,Trash Collection,Resolved,27
SR-101421,2023-06-13,5,Rodent Inspection,Open,5
SR-100381,2023-11-22,2,Pothole,Open,22
SR-101333,2023-10-22,5,Noise Complaint,In Progress,29
SR-101338,2023-08-02,5,pothole,Open,6
SR-100161,2023-01-01,1,Trash Collection,In Progress,25
SR-103343,2023-02-17,8,POTHOLE,Closed,18
SR-102344,2023-06-10,6,Trash Collection,In Progress,3
SR-102282,2023-04-12,6,Noise Complaint,In Progress,23
SR-102998,2023-02-25,7,Streetlight Out,Open,28
SR-101116,2023-02-03,4,Rodent Inspection,Resolved,7
SR-101483,2023-01-13,5,Illegal Dumping,Resolved,4
SR-101509,2023-09-10,,Noise Complaint,closed,23
SR-102859,2023-04-21,7,Trash Collection,closed,4
SR-101114,2023-12-06,4,Streetlight Out,Closed,4
SR-100352,2023-10-20,2,POTHOLE,Open,13
SR-101062,2023-10-13,4,Noise Complaint,closed,17
SR-101568,2023-10-21,5,pothole,Closed,4
SR-101106,2023-09-12,4,Pothole,closed,24
SR-100183,2023-12-24,2,Streetlight Out,Resolved,2
SR-102515,2023-01-04,7,Noise Complaint,Closed,19
SR-100702,2023-03-20,3,Illegal Dumping,Closed,2
SR-100438,2023-04-26,2,Streetlight Out,Open,694
SR-100346,2023-02-09,2,Streetlight Out,In Progress,20
SR-100754,2023-04-05,,Streetlight Out,closed,26
SR-101015,2023-08-08,4,pothole,Resolved,21
SR-101807,2023-10-24,6,Streetlight Out,In Progress,8
SR-100735,2023-01-17,3,Trash Collection,closed,5
SR-101408,2023-04-01,5,Pothole,closed,11
SR-100253,2023-03-13,2,Pothole,Open,21
SR-100222,2023-12-04,,Rodent Inspection,In Progress,20
SR-102004,2023-11-02,6,Illegal Dumping,closed,24
SR-101024,2023-06-09,4,Rodent Inspection,Closed,28
SR-102821,2023-11-08,7,Noise Complaint,In Progress,8
SR-101563,2023-03-09,5,POTHOLE,Closed,567
SR-101432,2023-06-28,5,Rodent Inspection,closed,22
SR-102210,2023-01-12,6,POTHOLE,Resolved,3
SR-102349,2023-05-20,6,POTHOLE,Resolved,17
SR-103218,2023-01-01,8,Illegal Dumping,Resolved,14
SR-100552,2023-09-21,3,Noise Complaint,closed,26
SR-100749,2023-01-28,3,Pothole,closed,2
SR-101287,2023-10-16,5,Streetlight Out,In Progress,4
SR-101450,2023-02-27,5,Streetlight Out,closed,20
SR-100950,2023-07-21,4,Illegal Dumping,In Progress,4
SR-100467,2023-05-05,2,Rodent Inspection,Closed,24
SR-101623,2023-11-14,5,Trash Collection,Resolved,26
SR-100077,2023-01-27,1,pothole,In Progress,20
SR-100546,2023-11-08,3,Trash Collection,Closed,1
SR-103313,2023-02-18,8,Trash Collection,Resolved,17
SR-101624,2023-05-05,5,Illegal Dumping,Resolved,3
SR-100094,2023-12-01,1,Noise Complaint,Resolved,7
SR-102182,2023-08-10,6,Rodent Inspection,In Progress,19
SR-101780,2023-07-05,6,Trash Collection,Resolved,4
SR-101405,2023-01-12,5,Illegal Dumping,closed,13
SR-101715,2023-02-19,5,Streetlight Out,In Progress,27
SR-102611,2023-07-06,7,pothole,closed,18
SR-100662,2023-12-14,3,Illegal Dumping,Closed,25
SR-100497,2023-08-19,3,Noise Complaint,Open,347
SR-103173,2023-05-08,8,Pothole,closed,29
SR-101814,2023-08-27,6,Illegal Dumping,closed,5
SR-102871,2023-01-13,7,Pothole,Open,21
SR-102726,2023-08-26,7,Rodent Inspection,In Progress,22
SR-102520,2023-11-26,7,Streetlight Out,closed,8
SR-102114,2023-09-07,6,Noise Complaint,Closed,5
SR-102201,2023-12-06,6,Pothole,closed,21
SR-102750,2023-09-11,7,Illegal Dumping,In Progress,20
SR-101783,2023-09-23,6,Rodent Inspection,Open,30
SR-101244,2023-06-06,4,Pothole,Open,12
SR-101171,2023-01-19,,Illegal Dumping,Resolved,14
SR-102985,2023-03-16,7,Trash Collection,Closed,16
SR-102485,2023-09-26,7,pothole,Closed,20
SR-101121,2023-11-15,4,POTHOLE,closed,27
SR-101920,2023-03-03,6,POTHOLE,In Progress,4
SR-102653,2023-10-12,7,Rodent Inspection,Closed,26
SR-100977,2023-04-15,4,Trash Collection,Open,20
SR-101847,2023-09-09,6,Illegal Dumping,closed,24
SR-102374,2023-03-14,6,Illegal Dumping,Resolved,28
SR-100246,2023-09-04,2,Illegal Dumping,Resolved,18
SR-101224,2023-07-19,4,Noise Complaint,closed,21
SR-103179,2023-02-12,8,pothole,Resolved,5
SR-100938,2023-06-06,4,Trash Collection,Open,9
SR-102762,2023-12-01,7,pothole,Open,7
SR-101410,2023-04-20,,Illegal Dumping,Open,27
SR-101309,2023-08-17,5,Noise Complaint,Closed,12
SR-101928,2023-06-04,6,Rodent Inspection,In Progress,11
SR-100028,2023-02-22,1,Rodent Inspection,Resolved,4
SR-103147,2023-12-24,8,POTHOLE,Closed,30
SR-101123,2023-11-26,4,Noise Complaint,Open,6
SR-103124,2023-11-14,8,Streetlight Out,closed,11
SR-101577,2023-05-11,5,pothole,Open,658
SR-101148,,4,POTHOLE,Open,27
SR-100416,2023-01-05,2,Illegal Dumping,Closed,10
SR-102144,0000-00-00,6,Illegal Dumping,closed,12
SR-100175,2023-07-14,1,Noise Complaint,Closed,19
SR-101124,2023-06-13,4,POTHOLE,Resolved,5
SR-101934,2023-05-06,6,Streetlight Out,Resolved,14
SR-100712,,3,Illegal Dumping,Resolved,29
SR-100555,2023-09-17,3,Rodent Inspection,In Progress,9
SR-100645,2023-07-04,3,Pothole,Closed,2
SR-100554,2023-06-09,3,Rodent Inspection,Resolved,12
SR-102944,2023-07-18,7,Rodent Inspection,Resolved,7
SR-102034,2023-12-03,6,Illegal Dumping,Resolved,10
SR-103168,2023-12-26,8,Trash Collection,closed,15
SR-101706,2023-04-24,5,Streetlight Out,Resolved,23
SR-100031,N/A,1,Noise Complaint,closed,2
SR-100483,2023-10-01,3,Streetlight Out,Closed,5
SR-103128,2023-10-24,8,Illegal Dumping,Resolved,3
SR-102896,2023-06-08,7,Noise Complaint,Closed,19
SR-101951,2023-12-18,,Streetlight Out,Closed,27
SR-103120,2023-07-28,8,POTHOLE,Resolved,22
SR-102153,2023-01-10,,Noise Complaint,Closed,24
SR-100373,2023-09-08,2,Illegal Dumping,Open,29
SR-102370,2023-01-11,6,pothole,Closed,29
SR-101966,2023-10-10,6,Illegal Dumping,Resolved,28
SR-100535,2023-06-28,3,Streetlight Out,Closed,25
SR-103178,2023-09-07,8,Rodent Inspection,In Progress,16
SR-102741,2023-12-22,7,Illegal Dumping,closed,29
SR-102510,2023-05-12,7,Trash Collection,closed,2
SR-102092,2023-12-18,6,POTHOLE,Resolved,9
SR-100469,2023-07-05,2,Illegal Dumping,closed,24
SR-103212,2023-12-26,8,Rodent Inspection,Resolved,17
SR-103418,2023-06-20,8,Pothole,Open,2
SR-103220,2023-07-22,8,POTHOLE,Resolved,29
SR-100254,2023-07-06,2,Noise Complaint,Resolved,16
SR-103116,2023-10-05,7,Trash Collection,In Progress,16
SR-102877,2023-03-27,7,Illegal Dumping,Closed,3
SR-101629,2023-11-02,5,pothole,Closed,28
SR-102433,2023-07-23,7,Rodent Inspection,Closed,3
SR-103230,2023-04-12,8,Illegal Dumping,Resolved,7
SR-100225,2023-08-13,2,Streetlight Out,In Progress,13
SR-100824,0000-00-00,3,Trash Collection,Resolved,20
SR-101508,2023-05-12,5,Streetlight Out,Open,20
SR-103029,2023-12-08,7,Streetlight Out,In Progress,3
SR-102631,2023-10-03,7,Rodent Inspection,Closed,18
SR-101204,2023-06-11,4,Illegal Dumping,Closed,11
SR-102333,2023-04-06,6,Rodent Inspection,Closed,5
SR-100376,2023-08-23,2,Noise Complaint,closed,4
SR-100724,2023-09-13,3,Illegal Dumping,In Progress,28
SR-102994,2023-10-10,7,Noise Complaint,Resolved,7
SR-102671,2023-11-17,7,POTHOLE,Resolved,30
SR-102500,2023-08-24,7,pothole,closed,24
SR-102082,2023-10-20,,Noise Complaint,Resolved,380
SR-102112,2023-02-12,6,Noise Complaint,Resolved,26
SR-102758,2023-04-16,7,Illegal Dumping,Closed,8
SR-103213,2023-11-11,8,pothole,Closed,1
SR-102864,2023-10-07,7,Noise Complaint,Resolved,1
SR-100624,2023-01-04,3,Streetlight Out,closed,10
SR-100896,2023-12-17,3,POTHOLE,Resolved,25
SR-102157,2023-09-21,6,Streetlight Out,Resolved,21
SR-101640,2023-03-12,5,Rodent Inspection,Resolved,12
SR-101310,2023-09-17,5,pothole,Open,17
SR-102059,2023-01-27,6,Streetlight Out,Resolved,24
SR-101340,2023-01-19,5,Illegal Dumping,Open,26
SR-102745,2023-09-06,7,Streetlight Out,Closed,12
SR-101641,2023-04-13,5,Trash Collection,Closed,30
SR-101363,2023-11-08,5,Streetlight Out,Resolved,30
SR-103317,2023-10-15,8,Pothole,Closed,12
SR-100100,2023-05-14,1,Pothole,Open,8
SR-100681,2023-07-21,3,Illegal Dumping,Resolved,14
SR-100694,2023-02-19,3,Trash Collection,Open,13
SR-101332,2023-04-02,5,Trash Collection,closed,20
SR-102369,2023-09-14,6,Illegal Dumping,Closed,22
SR-101180,2023-03-06,4,Rodent Inspection,In Progress,13
SR-100586,2023-06-27,3,Rodent Inspection,Closed,27
SR-100968,2023-07-12,4,Streetlight Out,Closed,17
SR-100084,2023-04-10,1,Pothole,closed,2
SR-101012,2023-02-13,4,Rodent Inspection,closed,27
SR-101277,2023-07-14,5,Streetlight Out,In Progress,1
SR-102907,2023-10-08,7,Noise Complaint,In Progress,401
SR-103388,2023-07-04,8,Rodent Inspection,Resolved,20
SR-102433,2023-07-23,7,Rodent Inspection,Closed,3
SR-102729,2023-12-13,7,POTHOLE,In Progress,5
SR-102761,2023-04-18,7,Illegal Dumping,Closed,23
SR-102477,2023-05-23,,Trash Collection,In Progress,1
SR-101348,2023-11-10,5,POTHOLE,Resolved,712
SR-101821,2023-11-02,6,Illegal Dumping,closed,3
SR-100059,2023-01-18,1,Illegal Dumping,closed,4
SR-102402,2023-04-14,7,Streetlight Out,Resolved,5
SR-102644,2023-06-25,,Rodent Inspection,Resolved,8
SR-103002,2023-06-24,7,Illegal Dumping,Closed,28
SR-101463,2023-08-27,5,Pothole,Open,8
SR-100363,2023-03-11,2,Streetlight Out,Closed,751
SR-100600,2023-01-04,3,Pothole,Resolved,27
SR-100138,2023-10-26,1,Illegal Dumping,Closed,29
SR-100437,2023-10-09,2,Trash Collection,Resolved,30
SR-102818,2023-03-04,7,Noise Complaint,Open,23
SR-102167,2023-03-03,6,Noise Complaint,Resolved,11
SR-101079,2023-08-27,,POTHOLE,closed,7
SR-100817,2023-07-08,3,Streetlight Out,Closed,13
SR-101324,2023-07-04,5,Pothole,In Progress,436
SR-102035,2023-08-27,6,Streetlight Out,In Progress,29
SR-101320,2023-03-07,5,Noise Complaint,Open,29
SR-102717,2023-05-05,7,pothole,Open,1
SR-100998,2023-11-24,4,Trash Collection,Open,13
